,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location,year,month
225741,34394511,09/24/2016 11:20:16 AM,10/11/2016 12:08:35 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10458.0,2356 LORILLARD PLACE,LORILLARD PLACE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/11/2016 12:08:35 PM,06 BRONX,BRONX,1014678.0,250983.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85551279775197,-73.89000626904053,"(40.855512797752, -73.890006269041)",2016,9
747302,28496451,07/17/2014 10:50:00 AM,07/24/2014 02:30:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11374.0,66-02 SAUNDERS STREET,SAUNDERS STREET,66 AVE,67 AVE,,,ADDRESS,Rego Park,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",07/24/2014 02:30:00 PM,06 QUEENS,QUEENS,1024132.0,204114.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.726832567827735,-73.85610950273572,"(40.726832567828, -73.856109502736)",2014,7
770400,20278342,04/20/2011 12:08:00 PM,04/23/2011 12:00:00 PM,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10312.0,183 SINCLAIR AVENUE,SINCLAIR AVENUE,JEFFERSON BOULEVARD,DEAD END,,,ADDRESS,STATEN ISLAND,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,04/23/2011 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,932507.0,138394.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.546384220869754,-74.1861797950948,"(40.54638422087, -74.186179795095)",2011,4
136611,37238347,09/20/2017 08:52:08 AM,09/20/2017 03:15:56 PM,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11208,,,,,ELDERT LANE,91 AVENUE,INTERSECTION,QUEENS,Precinct,Closed,09/20/2017 04:52:08 PM,The Police Department reviewed your complaint and provided additional information below.,09/20/2017 03:15:30 PM,05 QUEENS,QUEENS,1021248.0,188967.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68527020671378,-73.86659791118927,"(40.685270206714, -73.866597911189)",2017,9
500348,38556064,02/26/2018 08:51:00 AM,02/26/2018 06:50:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11235.0,2964 BRIGHTON    3 STREET,BRIGHTON    3 STREET,BRIGHTON 2 LN,OCEAN VIEW AVE,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",02/26/2018 06:50:00 PM,13 BROOKLYN,BROOKLYN,993963.0,150335.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.5793055673597,-73.96503383256638,"(40.57930556736, -73.965033832566)",2018,2
266546,32285669,12/28/2015 12:26:58 PM,01/01/2016 01:13:14 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11214.0,8871 20 AVENUE,20 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/01/2016 01:13:14 AM,11 BROOKLYN,BROOKLYN,983151.0,157543.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.599095340165945,-74.00395750093784,"(40.599095340166, -74.003957500938)",2015,12
338191,34770719,11/13/2016 10:53:00 AM,12/14/2016 05:47:35 PM,HPD,Department of Housing Preservation and Development,Sanitation,PESTS,RESIDENTIAL BUILDING,10462.0,1972 BENEDICT AVENUE,BENEDICT AVENUE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/14/2016 05:47:35 PM,09 BRONX,BRONX,1023300.0,243230.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.834199190048324,-73.85888392487144,"(40.834199190048, -73.858883924871)",2016,11
880447,27724270,03/26/2014 06:41:00 PM,03/27/2014 09:17:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11429.0,100-01 217 LANE,217 LANE,100 AVE,HEMPSTEAD AVE,,,ADDRESS,Queens Village,,Closed,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,03/27/2014 09:17:00 AM,13 QUEENS,QUEENS,1056645.0,199823.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71484851893618,-73.73885235590781,"(40.714848518936, -73.738852355908)",2014,3
188704,38031590,12/27/2017 03:25:20 PM,01/04/2018 10:34:48 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10458.0,2350 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/04/2018 10:34:48 AM,06 BRONX,BRONX,1016068.0,250101.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85308707262417,-73.88498577031383,"(40.853087072624, -73.884985770314)",2017,12
644362,36238074,05/20/2017 09:46:00 AM,05/27/2017 01:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10009.0,440 EAST   13 STREET,EAST   13 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",05/27/2017 01:15:00 PM,03 MANHATTAN,MANHATTAN,989208.0,205324.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73024223975909,-73.982111095907,"(40.730242239759, -73.982111095907)",2017,5
488409,27486441,02/20/2014 01:52:23 PM,02/20/2014 02:19:06 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10027.0,16 WEST 129 STREET,WEST 129 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,02/20/2014 09:52:23 PM,The Police Department responded to the complaint and took action to fix the condition.,02/20/2014 02:18:22 PM,10 MANHATTAN,MANHATTAN,1000410.0,234192.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80946398914895,-73.94162388071919,"(40.809463989149, -73.941623880719)",2014,2
329031,31070426,07/13/2015 03:38:54 AM,07/13/2015 05:34:23 AM,NYPD,New York City Police Department,Noise,Banging/Pounding,Residential Building/House,11435.0,147-01 HILLSIDE AVENUE,HILLSIDE AVENUE,SUTPHIN BOULEVARD,148 STREET,,,ADDRESS,JAMAICA,Precinct,Closed,07/13/2015 11:38:54 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,07/13/2015 05:34:23 AM,08 QUEENS,QUEENS,1037043.0,196470.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70578403504243,-73.80958790902241,"(40.705784035042, -73.809587909022)",2015,7
300344,35038049,12/17/2016 09:55:39 PM,12/17/2016 10:15:06 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235.0,2808 FORD STREET,FORD STREET,BELT PARKWAY EXIT 9 EASTBOUND,EMMONS AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,12/18/2016 05:55:39 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,12/17/2016 10:15:06 PM,15 BROOKLYN,BROOKLYN,1002271.0,152401.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58496333129172,-73.93512007340118,"(40.584963331292, -73.935120073401)",2016,12
68647,37051276,08/28/2017 09:17:00 AM,08/28/2017 09:17:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10303.0,,,WALKER ST,MORNINGSTAR RD,WALKER STREET,MORNINGSTAR ROAD,INTERSECTION,STATEN ISLAND,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,08/27/2017 09:17:00 AM,01 STATEN ISLAND,STATEN ISLAND,943472.0,169258.0,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63115680195469,-74.14691226344247,"(40.631156801955, -74.146912263442)",2017,8
86417,32117628,12/02/2015 11:57:42 AM,01/04/2016 06:43:22 PM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10001.0,324 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,01/04/2016 06:43:22 PM,04 MANHATTAN,MANHATTAN,985300.0,212544.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75006067282578,-73.99621037975811,"(40.750060672826, -73.996210379758)",2015,12
853997,38268580,01/21/2018 02:53:14 AM,01/21/2018 04:46:39 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11373.0,90-06 50 AVENUE,50 AVENUE,90 STREET,91 STREET,,,ADDRESS,ELMHURST,Precinct,Closed,01/21/2018 10:53:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/21/2018 04:46:39 AM,04 QUEENS,QUEENS,1019114.0,208973.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74019051504112,-73.87418876856722,"(40.740190515041, -73.874188768567)",2018,1
657533,26082112,07/12/2013 04:59:00 PM,07/13/2013 01:45:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11421.0,93-02 74 PLACE,74 PLACE,93 AVE,ATLANTIC AVE,,,ADDRESS,Woodhaven,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,07/13/2013 01:45:00 AM,09 QUEENS,QUEENS,1021500.0,188606.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.684278288381094,-73.86569128285007,"(40.684278288381, -73.86569128285)",2013,7
222281,32635942,02/09/2016 01:46:09 PM,02/11/2016 01:14:11 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10462.0,2151 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02/11/2016 01:14:11 AM,11 BRONX,BRONX,1021130.0,250828.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85506277544325,-73.86668391446959,"(40.855062775443, -73.86668391447)",2016,2
42341,38685960,03/13/2018 07:16:53 PM,03/14/2018 09:56:49 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212.0,196 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,03/14/2018 09:56:49 PM,17 BROOKLYN,BROOKLYN,1006110.0,180500.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.662080535803106,-73.92120776397668,"(40.662080535803, -73.921207763977)",2018,3
356098,35886101,04/06/2017 07:30:41 PM,04/06/2017 11:49:40 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11218.0,264 SHERMAN STREET,SHERMAN STREET,REEVE PLACE,GREENWOOD AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,04/07/2017 03:30:41 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,04/06/2017 11:49:40 PM,07 BROOKLYN,BROOKLYN,991439.0,177021.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.652555510945724,-73.97409165389041,"(40.652555510946, -73.97409165389)",2017,4
782545,36086991,05/02/2017 01:17:00 PM,05/02/2017 01:58:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11101.0,5-33 47 ROAD,47 ROAD,5 ST,VERNON BLVD,,,ADDRESS,Long Island City,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,05/02/2017 01:58:00 PM,02 QUEENS,QUEENS,996615.0,210773.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74519114077033,-73.95537597017399,"(40.74519114077, -73.955375970174)",2017,5
445397,34152289,08/23/2016 06:10:06 PM,08/23/2016 09:14:10 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,11208.0,389 ARLINGTON AVENUE,ARLINGTON AVENUE,HALE AVENUE,NORWOOD AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,08/24/2016 02:10:06 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/23/2016 09:14:10 PM,05 BROOKLYN,BROOKLYN,1017554.0,187605.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68154650084284,-73.8799239213901,"(40.681546500843, -73.87992392139)",2016,8
33738,21060470,08/17/2011 01:01:00 PM,08/26/2011 12:00:00 PM,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11412.0,191-11 114 ROAD,114 ROAD,FARMERS BOULEVARD,194 STREET,,,ADDRESS,SAINT ALBANS,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,08/26/2011 12:00:00 PM,12 QUEENS,QUEENS,1050319.0,193453.0,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69741393861245,-73.76173427064347,"(40.697413938612, -73.761734270643)",2011,8
36710,38202471,01/12/2018 02:55:02 AM,01/14/2018 02:07:43 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210.0,3602 AVENUE J,AVENUE J,,,,,ADDRESS,BROOKLYN,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/14/2018 02:07:43 AM,18 BROOKLYN,BROOKLYN,1000600.0,167839.0,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62734071645788,-73.94109869976856,"(40.627340716458, -73.941098699769)",2018,1
38982,36195477,05/15/2017 08:53:41 PM,05/15/2017 09:48:05 PM,NYPD,New York City Police Department,Noise,Loud Music/Party,Residential Building/House,10451.0,328 EAST 145 STREET,EAST 145 STREET,COLLEGE AVENUE,3 AVENUE,,,ADDRESS,BRONX,Precinct,Closed,05/16/2017 04:53:41 AM,The Police Department responded to the complaint and took action to fix the condition.,05/15/2017 09:48:02 PM,01 BRONX,BRONX,1005889.0,236144.0,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8148099628792,-73.92182534717347,"(40.814809962879, -73.921825347173)",2017,5
525065,32884741,03/11/2016 12:24:00 PM,03/11/2016 12:24:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,79 ST E,PAERDEGAT 1 ST,INTERSECTION,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,03/10/2016 12:24:00 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,,2016,3
150714,36936851,08/13/2017 10:55:44 AM,08/13/2017 11:32:22 AM,NYPD,New York City Police Department,Noise,Loud Music/Party,Street/Sidewalk,10033.0,234 AUDUBON AVENUE,AUDUBON AVENUE,WEST 176 STREET,WEST 177 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,08/13/2017 06:55:44 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/13/2017 11:32:22 AM,12 MANHATTAN,MANHATTAN,1002415.0,247506.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84600321283991,-73.934345006245,"(40.84600321284, -73.934345006245)",2017,8
375331,34189480,08/28/2016 09:02:46 AM,09/07/2016 08:24:47 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10028.0,163 EAST   83 STREET,EAST   83 STREET,,,,,ADDRESS,NEW YORK,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,09/07/2016 08:24:47 AM,08 MANHATTAN,MANHATTAN,996361.0,222450.0,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.777241854329255,-73.95627159346029,"(40.777241854329, -73.95627159346)",2016,8
